Invoice #,Invoice Date,Client,Reservation #,Line Item Description,Category,Quantity (hrs/units),Rate ($),Amount ($),Status
INV200813,2023-09-14,Tyler Brooks,R101527,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.9,175,332.5,Paid
INV200813,2023-09-14,Tyler Brooks,R101527,Instructor time - Doug Hayes,Instructor,1.9,75,142.5,Paid
INV200814,2023-09-14,Olivia Brennan,R101712,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.0,185,370.0,Paid
INV200814,2023-09-14,Olivia Brennan,R101712,Instructor time - Tom Reyes,Instructor,2.3,75,172.5,Paid
INV200815,2023-09-17,Sarah Williams,R100273,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.6,185,296.0,Paid
INV200816,2023-09-16,Ava Singh,R101287,Aircraft rental - N1175C (Piper PA-28R-201),Aircraft,2.2,235,517.0,Paid
INV200816,2023-09-16,Ava Singh,R101287,Instructor time - Tom Reyes,Instructor,2.2,75,165.0,Paid
INV200817,2023-09-14,Lucas Bennett,R101493,Aircraft rental - N6603L (Cessna 172S),Aircraft,2.1,185,388.5,Paid
INV200817,2023-09-14,Lucas Bennett,R101493,Instructor time - Mike Anderson,Instructor,2.6,75,195.0,Paid
INV200818,2023-09-14,Liam Foster,R101735,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.7,185,314.5,Paid
INV200818,2023-09-14,Liam Foster,R101735,Instructor time - Tom Reyes,Instructor,2.0,75,150.0,Paid
INV200819,2023-09-15,Marcus Johnson,R100376,Aircraft rental - N6603L (Cessna 172S),Aircraft,2.0,185,370.0,Paid
INV200819,2023-09-15,Marcus Johnson,R100376,Instructor time - Sarah Phillips,Instructor,2.3,75,172.5,Paid
INV200819,2023-09-15,Marcus Johnson,R100376,Ground instruction / briefing,Ground,1.0,65,65.0,Paid
INV200820,2023-09-17,Isabella Rodriguez,R101014,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.2,185,222.0,Paid
INV200820,2023-09-17,Isabella Rodriguez,R101014,Instructor time - Doug Hayes,Instructor,1.7,75,127.5,Paid
INV200821,2023-09-20,Christopher Wilson,R100978,Aircraft rental - N5567W (Piper PA-44-180),Aircraft,1.4,385,539.0,Paid
INV200821,2023-09-20,Christopher Wilson,R100978,Instructor time - Sarah Phillips,Instructor,1.4,75,105.0,Paid
INV200822,2023-09-19,Tyler Brooks,R101524,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.5,175,262.5,Paid
INV200822,2023-09-19,Tyler Brooks,R101524,Instructor time - Doug Hayes,Instructor,1.5,75,112.5,Paid
INV200823,2023-09-22,Liam Foster,R101736,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.5,185,277.5,Paid
INV200823,2023-09-22,Liam Foster,R101736,Instructor time - Sarah Phillips,Instructor,1.5,75,112.5,Paid
INV200824,2023-09-22,Marcus Johnson,R100371,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.7,190,323.0,Paid
INV200824,2023-09-22,Marcus Johnson,R100371,Instructor time - Sarah Phillips,Instructor,1.7,75,127.5,Paid
INV200825,2023-09-23,Ryan O'Brien,R100744,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.1,190,399.0,Paid
INV200826,2023-09-24,Alex Martinez,R100075,Aircraft rental - N9923R (Cessna 182RG),Aircraft,1.6,230,368.0,Outstanding
INV200826,2023-09-24,Alex Martinez,R100075,Instructor time - Jenny Park,Instructor,2.1,75,157.5,Outstanding
INV200827,2023-09-25,Lucas Bennett,R101486,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.6,185,296.0,Paid
INV200827,2023-09-25,Lucas Bennett,R101486,Instructor time - Sarah Phillips,Instructor,2.1,75,157.5,Paid
INV200828,2023-09-24,Olivia Brennan,R101713,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.8,175,315.0,Paid
INV200828,2023-09-24,Olivia Brennan,R101713,Instructor time - Tom Reyes,Instructor,2.1,75,157.5,Paid
INV200829,2023-09-23,Jamie Chen,R100198,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.9,185,351.5,Paid
INV200829,2023-09-23,Jamie Chen,R100198,Instructor time - Mike Anderson,Instructor,2.2,75,165.0,Paid
INV200830,2023-09-26,Hannah Davis,R100934,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.5,190,285.0,Paid
INV200830,2023-09-26,Hannah Davis,R100934,Instructor time - Mike Anderson,Instructor,1.8,75,135.0,Paid
INV200830,2023-09-26,Hannah Davis,R100934,Ground instruction / briefing,Ground,1.0,65,65.0,Paid
INV200831,2023-09-27,Alex Martinez,R100071,Aircraft rental - N9923R (Cessna 182RG),Aircraft,2.3,230,529.0,Paid
INV200831,2023-09-27,Alex Martinez,R100071,Instructor time - Jenny Park,Instructor,2.3,75,172.5,Paid
INV200832,2023-09-25,Alex Martinez,R100073,Aircraft rental - N9923R (Cessna 182RG),Aircraft,2.3,230,529.0,Outstanding
INV200832,2023-09-25,Alex Martinez,R100073,Instructor time - Jenny Park,Instructor,2.8,75,210.0,Outstanding
INV200832,2023-09-25,Alex Martinez,R100073,Ground instruction / briefing,Ground,1.0,65,65.0,Outstanding
INV200833,2023-09-26,Ava Singh,R101296,Aircraft rental - N1175C (Piper PA-28R-201),Aircraft,2.3,235,540.5,Outstanding
INV200833,2023-09-26,Ava Singh,R101296,Instructor time - Tom Reyes,Instructor,2.3,75,172.5,Outstanding
INV200834,2023-09-25,Alex Martinez,R100067,Aircraft rental - N9923R (Cessna 182RG),Aircraft,2.4,230,552.0,Paid
INV200834,2023-09-25,Alex Martinez,R100067,Instructor time - Sarah Phillips,Instructor,2.4,75,180.0,Paid
INV200835,2023-09-25,Hannah Davis,R100933,Aircraft rental - N6603L (Cessna 172S),Aircraft,2.4,185,444.0,Paid
INV200835,2023-09-25,Hannah Davis,R100933,Instructor time - Mike Anderson,Instructor,2.7,75,202.5,Paid
INV200836,2023-09-25,Tyler Brooks,R101520,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.9,185,351.5,Paid
INV200836,2023-09-25,Tyler Brooks,R101520,Instructor time - Doug Hayes,Instructor,1.9,75,142.5,Paid
INV200837,2023-09-28,Christopher Wilson,R100983,Aircraft rental - N3340T (Piper PA-44-180),Aircraft,1.8,385,693.0,Outstanding
INV200837,2023-09-28,Christopher Wilson,R100983,Instructor time - Sarah Phillips,Instructor,1.8,75,135.0,Outstanding
INV200837,2023-09-28,Christopher Wilson,R100983,Ground instruction / briefing,Ground,1.3,65,84.5,Outstanding
INV200838,2023-09-28,Liam Foster,R101737,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.0,190,380.0,Paid
INV200838,2023-09-28,Liam Foster,R101737,Instructor time - Doug Hayes,Instructor,2.0,75,150.0,Paid
INV200838,2023-09-28,Liam Foster,R101737,Ground instruction / briefing,Ground,0.9,65,58.5,Paid
INV200839,2023-09-28,Hannah Davis,R100919,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.3,175,402.5,Paid
INV200839,2023-09-28,Hannah Davis,R100919,Instructor time - Mike Anderson,Instructor,2.8,75,210.0,Paid
INV200840,2023-09-30,Sofia Garcia,R100777,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.2,190,418.0,Paid
INV200840,2023-09-30,Sofia Garcia,R100777,Instructor time - Jenny Park,Instructor,2.7,75,202.5,Paid
INV200841,2023-09-29,Mia Foster,R101401,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.6,175,280.0,Paid
INV200841,2023-09-29,Mia Foster,R101401,Instructor time - Jenny Park,Instructor,1.9,75,142.5,Paid
INV200842,2023-09-30,Lucas Bennett,R101494,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.0,185,370.0,Paid
INV200842,2023-09-30,Lucas Bennett,R101494,Instructor time - Sarah Phillips,Instructor,2.3,75,172.5,Paid
INV200843,2023-10-02,Olivia Brennan,R101714,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.7,175,297.5,Paid
INV200843,2023-10-02,Olivia Brennan,R101714,Instructor time - Tom Reyes,Instructor,2.2,75,165.0,Paid
INV200844,2023-10-02,Marcus Johnson,R100368,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.3,175,227.5,Paid
INV200844,2023-10-02,Marcus Johnson,R100368,Instructor time - Sarah Phillips,Instructor,1.8,75,135.0,Paid
INV200845,2023-10-02,Liam Foster,R101738,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.0,175,350.0,Paid
INV200845,2023-10-02,Liam Foster,R101738,Instructor time - Sarah Phillips,Instructor,2.0,75,150.0,Paid
INV200846,2023-10-03,Ryan O'Brien,R100746,Aircraft rental - N3340T (Piper PA-44-180),Aircraft,1.7,385,654.5,Paid
INV200846,2023-10-03,Ryan O'Brien,R100746,Instructor time - Sarah Phillips,Instructor,1.7,75,127.5,Paid
INV200846,2023-10-03,Ryan O'Brien,R100746,Ground instruction / briefing,Ground,1.0,65,65.0,Paid
INV200847,2023-10-03,Christopher Wilson,R100986,Aircraft rental - N5567W (Piper PA-44-180),Aircraft,1.5,385,577.5,Paid
INV200848,2023-10-07,Marcus Johnson,R100366,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.7,185,314.5,Paid
INV200848,2023-10-07,Marcus Johnson,R100366,Instructor time - Jenny Park,Instructor,2.2,75,165.0,Paid
INV200849,2023-10-07,Sarah Williams,R100275,Aircraft rental - N9923R (Cessna 182RG),Aircraft,2.0,230,460.0,Paid
INV200849,2023-10-07,Sarah Williams,R100275,Instructor time - Sarah Phillips,Instructor,2.0,75,150.0,Paid
INV200850,2023-10-07,Jamie Chen,R100188,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.9,190,361.0,Paid
INV200850,2023-10-07,Jamie Chen,R100188,Instructor time - Mike Anderson,Instructor,2.2,75,165.0,Paid
INV200850,2023-10-07,Jamie Chen,R100188,Ground instruction / briefing,Ground,1.5,65,97.5,Paid
INV200851,2023-10-09,Olivia Brennan,R101715,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.9,185,351.5,Paid
INV200852,2023-10-10,Alex Martinez,R100081,Aircraft rental - N1175C (Piper PA-28R-201),Aircraft,1.7,235,399.5,Paid
INV200852,2023-10-10,Alex Martinez,R100081,Instructor time - Jenny Park,Instructor,2.2,75,165.0,Paid
INV200852,2023-10-10,Alex Martinez,R100081,Ground instruction / briefing,Ground,1.0,65,65.0,Paid
INV200853,2023-10-09,Marcus Johnson,R100370,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.6,185,296.0,Paid
INV200853,2023-10-09,Marcus Johnson,R100370,Instructor time - Sarah Phillips,Instructor,1.6,75,120.0,Paid
INV200854,2023-10-09,Liam Foster,R101739,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.6,190,304.0,Paid
INV200854,2023-10-09,Liam Foster,R101739,Instructor time - Sarah Phillips,Instructor,2.1,75,157.5,Paid
INV200855,2023-10-11,Alex Martinez,R100069,Aircraft rental - N9923R (Cessna 182RG),Aircraft,1.6,230,368.0,Paid
INV200855,2023-10-11,Alex Martinez,R100069,Instructor time - Jenny Park,Instructor,1.6,75,120.0,Paid
INV200855,2023-10-11,Alex Martinez,R100069,Ground instruction / briefing,Ground,0.6,65,39.0,Paid
INV200856,2023-10-10,Ryan O'Brien,R100747,Aircraft rental - N3340T (Piper PA-44-180),Aircraft,2.1,385,808.5,Paid
INV200856,2023-10-10,Ryan O'Brien,R100747,Instructor time - Sarah Phillips,Instructor,2.4,75,180.0,Paid
INV200856,2023-10-10,Ryan O'Brien,R100747,Ground instruction / briefing,Ground,1.3,65,84.5,Paid
INV200857,2023-10-12,Alex Martinez,R100076,Aircraft rental - N1175C (Piper PA-28R-201),Aircraft,2.1,235,493.5,Paid
INV200857,2023-10-12,Alex Martinez,R100076,Instructor time - Jenny Park,Instructor,2.1,75,157.5,Paid
INV200858,2023-10-13,Ava Singh,R101301,Aircraft rental - N1175C (Piper PA-28R-201),Aircraft,1.7,235,399.5,Paid
INV200859,2023-10-12,Mia Foster,R101403,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.8,175,315.0,Paid
INV200859,2023-10-12,Mia Foster,R101403,Instructor time - Sarah Phillips,Instructor,2.1,75,157.5,Paid
INV200860,2023-10-13,Lucas Bennett,R101496,Aircraft rental - N6603L (Cessna 172S),Aircraft,2.1,185,388.5,Paid
INV200860,2023-10-13,Lucas Bennett,R101496,Instructor time - Sarah Phillips,Instructor,2.6,75,195.0,Paid
INV200860,2023-10-13,Lucas Bennett,R101496,Ground instruction / briefing,Ground,1.1,65,71.5,Paid
INV200861,2023-10-11,Lucas Bennett,R101498,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.2,185,222.0,Paid
INV200861,2023-10-11,Lucas Bennett,R101498,Instructor time - Sarah Phillips,Instructor,1.5,75,112.5,Paid
INV200861,2023-10-11,Lucas Bennett,R101498,Ground instruction / briefing,Ground,0.9,65,58.5,Paid
INV200862,2023-10-14,Isabella Rodriguez,R101033,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.0,190,380.0,Paid
INV200862,2023-10-14,Isabella Rodriguez,R101033,Instructor time - Doug Hayes,Instructor,2.0,75,150.0,Paid
INV200863,2023-10-14,Lucas Bennett,R101483,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.4,190,266.0,Paid
INV200863,2023-10-14,Lucas Bennett,R101483,Instructor time - Sarah Phillips,Instructor,1.9,75,142.5,Paid
INV200864,2023-10-14,Olivia Brennan,R101716,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.7,175,297.5,Paid
INV200864,2023-10-14,Olivia Brennan,R101716,Instructor time - Sarah Phillips,Instructor,1.7,75,127.5,Paid
INV200865,2023-10-15,Liam Foster,R101740,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.7,175,297.5,Paid
INV200865,2023-10-15,Liam Foster,R101740,Instructor time - Sarah Phillips,Instructor,1.7,75,127.5,Paid
INV200866,2023-10-16,Alex Martinez,R100082,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.6,185,296.0,Paid
INV200867,2023-10-18,Marcus Johnson,R100374,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.3,175,227.5,Outstanding
INV200867,2023-10-18,Marcus Johnson,R100374,Instructor time - Sarah Phillips,Instructor,1.3,75,97.5,Outstanding
INV200868,2023-10-20,Priya Patel,R100471,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.9,185,351.5,Paid
INV200868,2023-10-20,Priya Patel,R100471,Instructor time - Sarah Phillips,Instructor,2.4,75,180.0,Paid
INV200869,2023-10-17,Hannah Davis,R100942,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.3,190,247.0,Paid
INV200869,2023-10-17,Hannah Davis,R100942,Instructor time - Mike Anderson,Instructor,1.3,75,97.5,Paid
INV200870,2023-10-19,Ryan O'Brien,R100750,Aircraft rental - N5567W (Piper PA-44-180),Aircraft,2.1,385,808.5,Paid
INV200870,2023-10-19,Ryan O'Brien,R100750,Instructor time - Sarah Phillips,Instructor,2.6,75,195.0,Paid
INV200870,2023-10-19,Ryan O'Brien,R100750,Ground instruction / briefing,Ground,1.0,65,65.0,Paid
INV200871,2023-10-20,Sofia Garcia,R100768,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.5,190,285.0,Paid
INV200872,2023-10-23,Liam Foster,R101741,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.9,185,351.5,Paid
INV200872,2023-10-23,Liam Foster,R101741,Instructor time - Sarah Phillips,Instructor,2.4,75,180.0,Paid
INV200872,2023-10-23,Liam Foster,R101741,Ground instruction / briefing,Ground,1.3,65,84.5,Paid
INV200873,2023-10-25,Jamie Chen,R100201,Aircraft rental - N9923R (Cessna 182RG),Aircraft,1.2,230,276.0,Paid
INV200873,2023-10-25,Jamie Chen,R100201,Instructor time - Mike Anderson,Instructor,1.5,75,112.5,Paid
INV200873,2023-10-25,Jamie Chen,R100201,Ground instruction / briefing,Ground,0.7,65,45.5,Paid
INV200874,2023-10-25,Isabella Rodriguez,R101032,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.4,175,245.0,Paid
INV200874,2023-10-25,Isabella Rodriguez,R101032,Instructor time - Doug Hayes,Instructor,1.7,75,127.5,Paid
INV200875,2023-10-22,Mia Foster,R101398,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.9,185,351.5,Paid
INV200875,2023-10-22,Mia Foster,R101398,Instructor time - Tom Reyes,Instructor,2.2,75,165.0,Paid
INV200876,2023-10-26,Olivia Brennan,R101717,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.6,175,280.0,Paid
INV200876,2023-10-26,Olivia Brennan,R101717,Instructor time - Tom Reyes,Instructor,1.6,75,120.0,Paid
INV200876,2023-10-26,Olivia Brennan,R101717,Ground instruction / briefing,Ground,0.6,65,39.0,Paid
INV200877,2023-10-25,Tyler Brooks,R101514,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.9,185,351.5,Paid
INV200877,2023-10-25,Tyler Brooks,R101514,Instructor time - Doug Hayes,Instructor,2.2,75,165.0,Paid
INV200878,2023-10-26,Priya Patel,R100466,Aircraft rental - N1175C (Piper PA-28R-201),Aircraft,1.7,235,399.5,Paid
INV200878,2023-10-26,Priya Patel,R100466,Instructor time - Sarah Phillips,Instructor,1.7,75,127.5,Paid
INV200879,2023-10-26,Jamie Chen,R100186,Aircraft rental - N9923R (Cessna 182RG),Aircraft,2.2,230,506.0,Paid
INV200879,2023-10-26,Jamie Chen,R100186,Instructor time - Doug Hayes,Instructor,2.2,75,165.0,Paid
INV200880,2023-10-26,Lucas Bennett,R101490,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.6,190,304.0,Paid
INV200880,2023-10-26,Lucas Bennett,R101490,Instructor time - Sarah Phillips,Instructor,2.1,75,157.5,Paid
INV200881,2023-10-28,Priya Patel,R100464,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.6,175,280.0,Paid
INV200881,2023-10-28,Priya Patel,R100464,Instructor time - Tom Reyes,Instructor,2.1,75,157.5,Paid
INV200881,2023-10-28,Priya Patel,R100464,Ground instruction / briefing,Ground,1.3,65,84.5,Paid
INV200882,2023-10-30,Lucas Bennett,R101500,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.1,190,399.0,Paid
INV200882,2023-10-30,Lucas Bennett,R101500,Instructor time - Sarah Phillips,Instructor,2.6,75,195.0,Paid
INV200883,2023-10-28,Liam Foster,R101742,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.6,185,296.0,Paid
INV200883,2023-10-28,Liam Foster,R101742,Instructor time - Sarah Phillips,Instructor,1.6,75,120.0,Paid
INV200884,2023-11-01,Priya Patel,R100467,Aircraft rental - N9923R (Cessna 182RG),Aircraft,1.2,230,276.0,Paid
INV200884,2023-11-01,Priya Patel,R100467,Instructor time - Sarah Phillips,Instructor,1.2,75,90.0,Paid
INV200885,2023-10-30,Priya Patel,R100472,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.5,190,285.0,Paid
INV200885,2023-10-30,Priya Patel,R100472,Instructor time - Sarah Phillips,Instructor,1.5,75,112.5,Paid
INV200886,2023-10-30,Priya Patel,R100473,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.6,185,296.0,Paid
INV200886,2023-10-30,Priya Patel,R100473,Instructor time - Sarah Phillips,Instructor,1.6,75,120.0,Paid
INV200887,2023-10-31,Hannah Davis,R100945,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.5,175,262.5,Paid
INV200888,2023-11-01,Michael Sanders,R101592,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.1,190,209.0,Paid
INV200888,2023-11-01,Michael Sanders,R101592,Instructor time - Tom Reyes,Instructor,1.6,75,120.0,Paid
INV200889,2023-10-30,Olivia Brennan,R101718,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.6,185,296.0,Paid
INV200889,2023-10-30,Olivia Brennan,R101718,Instructor time - Tom Reyes,Instructor,2.1,75,157.5,Paid
INV200890,2023-10-31,Marcus Johnson,R100372,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.1,185,388.5,Paid
INV200890,2023-10-31,Marcus Johnson,R100372,Instructor time - Sarah Phillips,Instructor,2.1,75,157.5,Paid
INV200891,2023-11-02,Sarah Williams,R100274,Aircraft rental - N1175C (Piper PA-28R-201),Aircraft,1.3,235,305.5,Paid
INV200891,2023-11-02,Sarah Williams,R100274,Instructor time - Doug Hayes,Instructor,1.3,75,97.5,Paid
INV200892,2023-11-02,Lucas Bennett,R101495,Aircraft rental - N6603L (Cessna 172S),Aircraft,2.1,185,388.5,Outstanding
INV200892,2023-11-02,Lucas Bennett,R101495,Instructor time - Sarah Phillips,Instructor,2.6,75,195.0,Outstanding
INV200893,2023-11-05,Jamie Chen,R100187,Aircraft rental - N1175C (Piper PA-28R-201),Aircraft,1.3,235,305.5,Paid
INV200893,2023-11-05,Jamie Chen,R100187,Instructor time - Mike Anderson,Instructor,1.3,75,97.5,Paid
INV200894,2023-11-04,Isabella Rodriguez,R101039,Aircraft rental - N6603L (Cessna 172S),Aircraft,2.1,185,388.5,Paid
INV200894,2023-11-04,Isabella Rodriguez,R101039,Instructor time - Doug Hayes,Instructor,2.6,75,195.0,Paid
INV200894,2023-11-04,Isabella Rodriguez,R101039,Ground instruction / briefing,Ground,1.1,65,71.5,Paid
INV200895,2023-11-06,Jamie Chen,R100194,Aircraft rental - N9923R (Cessna 182RG),Aircraft,1.5,230,345.0,Paid
INV200895,2023-11-06,Jamie Chen,R100194,Instructor time - Mike Anderson,Instructor,1.8,75,135.0,Paid
INV200896,2023-11-05,Jamie Chen,R100195,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.9,190,361.0,Paid
INV200896,2023-11-05,Jamie Chen,R100195,Instructor time - Mike Anderson,Instructor,2.4,75,180.0,Paid
INV200896,2023-11-05,Jamie Chen,R100195,Ground instruction / briefing,Ground,0.6,65,39.0,Paid
INV200897,2023-11-06,Ryan O'Brien,R100745,Aircraft rental - N5567W (Piper PA-44-180),Aircraft,1.7,385,654.5,Paid
INV200897,2023-11-06,Ryan O'Brien,R100745,Instructor time - Sarah Phillips,Instructor,2.0,75,150.0,Paid
INV200898,2023-11-05,Lucas Bennett,R101499,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.2,190,228.0,Paid
INV200898,2023-11-05,Lucas Bennett,R101499,Instructor time - Sarah Phillips,Instructor,1.2,75,90.0,Paid
INV200899,2023-11-05,Tyler Brooks,R101521,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.3,175,227.5,Paid
INV200899,2023-11-05,Tyler Brooks,R101521,Instructor time - Doug Hayes,Instructor,1.3,75,97.5,Paid
INV200899,2023-11-05,Tyler Brooks,R101521,Ground instruction / briefing,Ground,1.0,65,65.0,Paid
INV200900,2023-11-06,Liam Foster,R101743,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.7,190,323.0,Paid
INV200900,2023-11-06,Liam Foster,R101743,Instructor time - Sarah Phillips,Instructor,1.7,75,127.5,Paid
INV200900,2023-11-06,Liam Foster,R101743,Ground instruction / briefing,Ground,1.3,65,84.5,Paid
INV200901,2023-11-07,Marcus Johnson,R100375,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.4,185,259.0,Paid
INV200901,2023-11-07,Marcus Johnson,R100375,Instructor time - Doug Hayes,Instructor,1.4,75,105.0,Paid
INV200902,2023-11-04,Christopher Wilson,R100999,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.8,175,315.0,Paid
INV200902,2023-11-04,Christopher Wilson,R100999,Instructor time - Sarah Phillips,Instructor,1.8,75,135.0,Paid
INV200903,2023-11-08,Alex Martinez,R100089,Aircraft rental - N5567W (Piper PA-44-180),Aircraft,1.7,385,654.5,Paid
INV200903,2023-11-08,Alex Martinez,R100089,Instructor time - Jenny Park,Instructor,1.7,75,127.5,Paid
INV200904,2023-11-07,Lucas Bennett,R101484,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.3,185,240.5,Paid
INV200904,2023-11-07,Lucas Bennett,R101484,Instructor time - Sarah Phillips,Instructor,1.3,75,97.5,Paid
INV200905,2023-11-07,Sofia Garcia,R100760,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.4,190,266.0,Paid
INV200906,2023-11-06,Ava Singh,R101308,Aircraft rental - N5567W (Piper PA-44-180),Aircraft,1.7,385,654.5,Paid
INV200906,2023-11-06,Ava Singh,R101308,Instructor time - Tom Reyes,Instructor,1.7,75,127.5,Paid
INV200906,2023-11-06,Ava Singh,R101308,Ground instruction / briefing,Ground,1.4,65,91.0,Paid
INV200907,2023-11-10,Mia Foster,R101406,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.3,190,437.0,Paid
INV200907,2023-11-10,Mia Foster,R101406,Instructor time - Jenny Park,Instructor,2.3,75,172.5,Paid
INV200908,2023-11-08,Mia Foster,R101407,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.8,185,333.0,Paid
INV200908,2023-11-08,Mia Foster,R101407,Instructor time - Jenny Park,Instructor,1.8,75,135.0,Paid
INV200909,2023-11-07,Olivia Brennan,R101719,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.7,190,323.0,Paid
INV200909,2023-11-07,Olivia Brennan,R101719,Instructor time - Sarah Phillips,Instructor,1.7,75,127.5,Paid
INV200910,2023-11-11,Hannah Davis,R100956,Aircraft rental - N6603L (Cessna 172S),Aircraft,2.1,185,388.5,Paid
INV200910,2023-11-11,Hannah Davis,R100956,Instructor time - Mike Anderson,Instructor,2.6,75,195.0,Paid
INV200911,2023-11-09,Mia Foster,R101400,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.4,175,245.0,Paid
INV200911,2023-11-09,Mia Foster,R101400,Instructor time - Jenny Park,Instructor,1.4,75,105.0,Paid
INV200912,2023-11-10,Alex Martinez,R100088,Aircraft rental - N5567W (Piper PA-44-180),Aircraft,1.4,385,539.0,Paid
INV200912,2023-11-10,Alex Martinez,R100088,Instructor time - Jenny Park,Instructor,1.4,75,105.0,Paid
INV200913,2023-11-11,Hannah Davis,R100962,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.7,175,297.5,Paid
INV200913,2023-11-11,Hannah Davis,R100962,Instructor time - Tom Reyes,Instructor,2.2,75,165.0,Paid
INV200913,2023-11-11,Hannah Davis,R100962,Ground instruction / briefing,Ground,1.3,65,84.5,Paid
INV200914,2023-11-11,Lucas Bennett,R101501,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.2,185,222.0,Paid
INV200914,2023-11-11,Lucas Bennett,R101501,Instructor time - Jenny Park,Instructor,1.5,75,112.5,Paid
INV200915,2023-11-11,Tyler Brooks,R101516,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.7,185,314.5,Paid
INV200915,2023-11-11,Tyler Brooks,R101516,Instructor time - Doug Hayes,Instructor,1.7,75,127.5,Paid
INV200916,2023-11-12,Liam Foster,R101744,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.6,185,296.0,Paid
INV200916,2023-11-12,Liam Foster,R101744,Instructor time - Sarah Phillips,Instructor,1.6,75,120.0,Paid
INV200917,2023-11-13,Isabella Rodriguez,R101029,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.5,190,285.0,Paid
INV200917,2023-11-13,Isabella Rodriguez,R101029,Instructor time - Doug Hayes,Instructor,1.5,75,112.5,Paid
INV200917,2023-11-13,Isabella Rodriguez,R101029,Ground instruction / briefing,Ground,1.3,65,84.5,Paid
INV200918,2023-11-13,Mia Foster,R101416,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.8,185,333.0,Paid
INV200919,2023-11-13,Hannah Davis,R100969,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.4,185,259.0,Paid
